104,suscipit.nonummy.Fusce@velitduisemper.org,false,CARD
101,lobortis.Class@ridiculusmus.net,false,CARD
102,suscipit.nonummy.Fusce@velitduisemper.org,true,CARD
105,a.facilisis.non@cursusaenim.net,true,CARD
103,Lorem.ipsum.dolor@urnanecluctus.org,false,CASH
102,a.facilisis.non@cursusaenim.net,false,CASH
103,lobortis.Class@ridiculusmus.net,true,CASH
102,lobortis.Class@ridiculusmus.net,false,CASH
105,malesuada@justofaucibus.co.uk,false,CASH
102,Donec.nibh@fringillaest.com,false,CASH
102,rutrum.justo.Praesent@volutpat.org,false,CASH
103,lorem.eu@CuraePhasellusornare.com,false,CARD
103,rutrum.justo.Praesent@volutpat.org,true,CARD
103,lorem.eu@CuraePhasellusornare.com,false,CARD
101,eget.odio.Aliquam@elementumategestas.co.uk,false,CARD
103,lobortis.Class@ridiculusmus.net,false,CARD
103,fermentum.fermentum@mattis.org,false,CARD
104,rutrum.justo.Praesent@volutpat.org,false,CASH
101,lobortis.Class@ridiculusmus.net,false,CARD
102,a.facilisis.non@cursusaenim.net,false,CASH
104,lobortis.Class@ridiculusmus.net,true,CARD
101,lobortis.Class@ridiculusmus.net,true,CASH
103,lorem.eu@CuraePhasellusornare.com,true,CARD
102,suscipit.nonummy.Fusce@velitduisemper.org,false,CARD
103,ligula@vitaeerat.org,false,CASH
104,a.facilisis.non@cursusaenim.net,true,CASH
101,Mauris.ut.quam@quis.net,false,CARD
102,Lorem.ipsum.dolor@urnanecluctus.org,false,CARD
103,enim.commodo.hendrerit@justoPraesent.edu,true,CARD
105,malesuada@justofaucibus.co.uk,true,CASH
104,tristique@Maecenas.net,false,CARD
103,tristique@Maecenas.net,false,CASH
102,aliquam.arcu.Aliquam@turpis.net,false,CASH
105,tristique@Maecenas.net,true,CASH
103,aliquam.arcu.Aliquam@turpis.net,false,CARD
103,Quisque.ornare@SuspendisseduiFusce.edu,false,CASH
105,lobortis.Class@ridiculusmus.net,true,CASH
105,tempor.lorem@faucibusMorbi.com,false,CASH
102,Lorem.ipsum.dolor@urnanecluctus.org,true,CARD
101,Quisque.ornare@SuspendisseduiFusce.edu,true,CASH
101,lobortis.Class@ridiculusmus.net,false,CASH
103,Donec.nibh@fringillaest.com,false,CASH
103,lobortis.Class@ridiculusmus.net,false,CARD
103,suscipit.nonummy.Fusce@velitduisemper.org,true,CARD
101,ligula@vitaeerat.org,false,CASH
101,diam.vel.arcu@erat.edu,true,CARD
103,diam.vel.arcu@erat.edu,false,CARD
102,aliquam.arcu.Aliquam@turpis.net,true,CASH
105,Quisque.ornare@SuspendisseduiFusce.edu,true,CARD
101,fermentum.fermentum@mattis.org,true,CARD
102,tempor.lorem@faucibusMorbi.com,true,CASH
104,ac.mattis@molestiedapibusligula.org,false,CARD
105,tristique@Maecenas.net,false,CARD
105,suscipit.nonummy.Fusce@velitduisemper.org,false,CARD
103,ligula@vitaeerat.org,true,CASH
105,ac.mattis@molestiedapibusligula.org,true,CASH
105,tristique@Maecenas.net,true,CARD
102,Lorem.ipsum.dolor@urnanecluctus.org,false,CARD
104,Quisque.ornare@SuspendisseduiFusce.edu,true,CASH
101,aliquam.arcu.Aliquam@turpis.net,true,CASH
102,aliquam.arcu.Aliquam@turpis.net,false,CARD
103,eget.odio.Aliquam@elementumategestas.co.uk,true,CARD
104,aliquam.arcu.Aliquam@turpis.net,true,CASH
104,ac.mattis@molestiedapibusligula.org,false,CASH
103,Sed@necligula.co.uk,true,CASH
103,aliquam.arcu.Aliquam@turpis.net,true,CASH
101,malesuada@justofaucibus.co.uk,false,CARD
105,a.facilisis.non@cursusaenim.net,true,CARD
104,ligula@vitaeerat.org,false,CASH
104,ac.mattis@molestiedapibusligula.org,false,CARD
104,aliquam.arcu.Aliquam@turpis.net,false,CASH
105,Quisque.ornare@SuspendisseduiFusce.edu,true,CARD
104,fermentum.fermentum@mattis.org,false,CARD
101,a.facilisis.non@cursusaenim.net,true,CARD
102,Donec.nibh@fringillaest.com,true,CASH
102,fermentum.fermentum@mattis.org,true,CASH
102,lobortis.Class@ridiculusmus.net,true,CARD
103,Donec.nibh@fringillaest.com,true,CASH
102,suscipit.nonummy.Fusce@velitduisemper.org,false,CARD
104,diam.vel.arcu@erat.edu,true,CARD
104,aliquam.arcu.Aliquam@turpis.net,false,CARD
105,lobortis.Class@ridiculusmus.net,true,CASH
103,ligula@vitaeerat.org,true,CASH
104,fermentum.fermentum@mattis.org,true,CASH
105,ligula@vitaeerat.org,false,CASH
101,malesuada@justofaucibus.co.uk,true,CARD
101,ligula@vitaeerat.org,true,CARD
101,lobortis.Class@ridiculusmus.net,true,CARD
105,eget.odio.Aliquam@elementumategestas.co.uk,true,CARD
103,ligula@vitaeerat.org,false,CARD
102,suscipit.nonummy.Fusce@velitduisemper.org,true,CARD
102,ac.mattis@molestiedapibusligula.org,true,CARD
103,aliquam.arcu.Aliquam@turpis.net,true,CARD
104,malesuada@justofaucibus.co.uk,true,CASH
103,Lorem.ipsum.dolor@urnanecluctus.org,true,CARD
101,tristique@Maecenas.net,true,CASH
105,rutrum.justo.Praesent@volutpat.org,true,CASH
103,suscipit.nonummy.Fusce@velitduisemper.org,false,CASH
103,suscipit.nonummy.Fusce@velitduisemper.org,true,CASH
105,tristique@Maecenas.net,false,CARD
